address,location,filepath,vulnerability,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0x7F94549eeF56af4f8D7420b8c8A674251b52B363.sol,263.0,/bdata2/sc/dataset/mainnet_bytecode/0x7F94549eeF56af4f8D7420b8c8A674251b52B363.rt.hex,Destroyable,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x6Ad427Bbd16f3ff5a0C976a948B86444E43FB13e.sol,721.0,/bdata2/sc/dataset/mainnet_bytecode/0x6Ad427Bbd16f3ff5a0C976a948B86444E43FB13e.rt.hex,Destroyable,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0xa6c8efc52ab20281570c4c809c300454109af946.sol,927.0,/bdata2/sc/dataset/mainnet_bytecode/0xa6c8efc52ab20281570c4c809c300454109af946.rt.hex,Destroyable,0.8.16,SWC-106
/bdata2/sc/dataset/mainnet/0xbc307b1dd32f61637e8a47106e1ddd1300f28405.sol,181.0,/bdata2/sc/dataset/mainnet_bytecode/0xbc307b1dd32f61637e8a47106e1ddd1300f28405.rt.hex,Destroyable,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xbc307b1dd32f61637e8a47106e1ddd1300f28405.sol,197.0,/bdata2/sc/dataset/mainnet_bytecode/0xbc307b1dd32f61637e8a47106e1ddd1300f28405.rt.hex,Destroyable,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xADBE39F2988A8Be1C1120F05e28CC888b150c8a6.sol,243.0,/bdata2/sc/dataset/mainnet_bytecode/0xADBE39F2988A8Be1C1120F05e28CC888b150c8a6.rt.hex,Destroyable,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x5dD8905AEC612529361A35372EFD5b127BB182b3.sol,1024.0,/bdata2/sc/dataset/mainnet_bytecode/0x5dD8905AEC612529361A35372EFD5b127BB182b3.rt.hex,Destroyable,0.8.9,SWC-106
/bdata2/sc/dataset/mainnet/0xF2eB21EbF921D14Da62906b6ccE46974B7a04AA4.sol,332.0,/bdata2/sc/dataset/mainnet_bytecode/0xF2eB21EbF921D14Da62906b6ccE46974B7a04AA4.rt.hex,Destroyable,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x4d49fb2cc0df856b936cca1816a9e6dd0adfa232.sol,434.0,/bdata2/sc/dataset/mainnet_bytecode/0x4d49fb2cc0df856b936cca1816a9e6dd0adfa232.rt.hex,Destroyable,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x4fcfc93e4137139f26c674b7cd23ea9e3b4c3906.sol,1814.0,/bdata2/sc/dataset/mainnet_bytecode/0x4fcfc93e4137139f26c674b7cd23ea9e3b4c3906.rt.hex,Destroyable,0.8.13,SWC-106
/bdata2/sc/dataset/mainnet/0x7c48a206427c7e8e0fe66ca4d296ff2f48eabb2e.sol,75.0,/bdata2/sc/dataset/mainnet_bytecode/0x7c48a206427c7e8e0fe66ca4d296ff2f48eabb2e.rt.hex,Destroyable,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0xe611f33a851257b7b1b781098c5bb8512dae3482.sol,89.0,/bdata2/sc/dataset/mainnet_bytecode/0xe611f33a851257b7b1b781098c5bb8512dae3482.rt.hex,Destroyable,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0xf65e014190487be18a97b0c19195e94d49fa2ada.sol,90.0,/bdata2/sc/dataset/mainnet_bytecode/0xf65e014190487be18a97b0c19195e94d49fa2ada.rt.hex,Destroyable,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x01D2A52708d0D8FC4D639F09a13AE87a2aeC4390.sol,87.0,/bdata2/sc/dataset/mainnet_bytecode/0x01D2A52708d0D8FC4D639F09a13AE87a2aeC4390.rt.hex,Destroyable,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x220b544e43900ce1be26a09d0ea97a47fb7df380.sol,409.0,/bdata2/sc/dataset/mainnet_bytecode/0x220b544e43900ce1be26a09d0ea97a47fb7df380.rt.hex,Destroyable,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xA3331A6aE1BC901b8136E6Fe622890B3Fa3dC80e.sol,408.0,/bdata2/sc/dataset/mainnet_bytecode/0xA3331A6aE1BC901b8136E6Fe622890B3Fa3dC80e.rt.hex,Destroyable,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0xbAf0007B7129ed3E151DBa406340841b5a95216d.sol,1877.0,/bdata2/sc/dataset/mainnet_bytecode/0xbAf0007B7129ed3E151DBa406340841b5a95216d.rt.hex,Destroyable,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0xbAf0007B7129ed3E151DBa406340841b5a95216d.sol,1887.0,/bdata2/sc/dataset/mainnet_bytecode/0xbAf0007B7129ed3E151DBa406340841b5a95216d.rt.hex,Destroyable,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0xAB53342d922Cc52b33486B92dC5dc361b7E4B436.sol,516.0,/bdata2/sc/dataset/mainnet_bytecode/0xAB53342d922Cc52b33486B92dC5dc361b7E4B436.rt.hex,Destroyable,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0x6d14b9d69aADcb0d31a3e5d89fba75AB053fc9f0.sol,516.0,/bdata2/sc/dataset/mainnet_bytecode/0x6d14b9d69aADcb0d31a3e5d89fba75AB053fc9f0.rt.hex,Destroyable,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0x6a4A6d7f98c11fe9bB8636AB0059C18980548596.sol,408.0,/bdata2/sc/dataset/mainnet_bytecode/0x6a4A6d7f98c11fe9bB8636AB0059C18980548596.rt.hex,Destroyable,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0x0fB2390AEDB2dBeE08cec363c0eD72e9D8e64535.sol,516.0,/bdata2/sc/dataset/mainnet_bytecode/0x0fB2390AEDB2dBeE08cec363c0eD72e9D8e64535.rt.hex,Destroyable,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0x895Bb7d784bba3D2281EDee113D34c8f97D6E840.sol,600.0,/bdata2/sc/dataset/mainnet_bytecode/0x895Bb7d784bba3D2281EDee113D34c8f97D6E840.rt.hex,Destroyable,0.7.6,SWC-106
